151.0,149.0
-38.0,-23.0
85.0,73.0
-101.0,-115.0
130.0,137.0
-47.0,-34.0
64.0,72.0
-111.0,-108.0
139.0,127.0
-39.0,-49.0
67.0,60.0
-115.0,-128.0
118.0,128.0
-53.0,-50.0
50.0,41.0
-130.0,-124.0
117.0,102.0
-67.0,-59.0
32.0,41.0
-140.0,-134.0
104.0,109.0
-68.0,-77.0
35.0,24.0
-142.0,-152.0
91.0,100.0
-87.0,-93.0
29.0,15.0
-155.0,-163.0
95.0,182.0
-103.0,-92.0
9.0,15.0
-162.0,-150.0
-10.0,-20.0
-178.0,-168.0
-23.0,-16
